engine_load,fuel_blend_percentage,nanoparticle_concentration,injection_pressure,engine_speed,BTE
50,44.677215883960685,97.43002705417923,180,1000,24.239258841463023
75,0.7096532494887176,11.674991472054163,200,1500,24.83246460574949
50,81.93982309664928,66.34507045863916,220,1000,30.63930719170248
50,35.98249006365665,56.58389423878945,240,1500,25.647393437333704
100,54.07656313005429,39.09261123085926,240,1000,29.400476405013634
75,67.73006863356595,89.88298408935779,240,1500,30.526579291277635
100,70.26295764379158,70.3146319785354,200,2500,31.60826358482725
25,95.59800588260724,99.85189161909038,240,1000,28.69572436640477
25,53.13399532366091,25.17903633938368,200,2000,24.105375254423823
25,39.97195509744276,17.90810522810459,240,2500,25.750299161715333
75,95.3703626491708,22.545754071970958,240,2500,34.07762855647462
50,64.21102350255211,34.23618708261366,200,1000,28.665039580585837
75,29.81503562765556,47.51082924111605,200,2500,23.87107466809833
75,12.646424540357115,87.63429565017486,220,1500,23.46019842172165
50,84.25545014651813,35.523258969599794,180,1500,32.39114272743591
100,36.21816027941516,92.3718979024914,240,1000,26.620774091968187
25,66.04697213644312,51.6616919564245,240,2500,28.78518291724951
100,47.08164193658981,68.23630166850843,180,2000,29.0455810786516
25,19.892977979503836,33.79669426503557,180,1000,22.610651312319497
75,60.16866086204651,24.04124344211841,180,1000,30.68893909992281
25,6.068306895068232,88.25112465922443,240,2500,19.483691771336886
75,41.334245987119225,19.855556246814757,240,1500,26.2499347212398
100,54.661493966367104,79.66191751903204,240,2500,27.657282625402296
75,43.60469741185791,62.28858754691717,200,2000,27.072309984556377
100,74.86721752509908,87.5024003510964,220,2000,31.182546146533927
50,82.79249545453125,74.60365708883594,220,2000,28.60493953590768
50,77.1243074033178,35.349769190038764,180,2000,30.725001056124952
50,3.881294781180211,61.69848375315486,180,1000,21.742511867636797
75,19.41287704459722,11.176625764490256,240,2000,26.29717313988739
50,53.66075092637743,52.76965081351861,220,2000,26.12909316668214
25,93.48220404438013,17.741227201483213,220,2000,30.061417797268454
100,83.49567750521169,48.60504980292967,200,2500,30.61202362240337
100,84.25345083518016,19.865062719880942,240,1500,32.74694182264199
25,30.32081937596749,95.99318262508736,240,1500,22.587796124434973
75,42.94478970787026,57.07611616669551,220,1500,26.342433577120747
75,47.070594731593744,92.1896186748979,220,2000,26.5526296846664
100,15.737158334991042,12.012960066918923,200,2500,26.572498228439787
50,3.106813024445632,67.38879554937081,200,1000,20.928041633548656
75,94.69028994605168,37.62590517339582,240,2500,32.20205938211802
75,24.07125856635067,48.86460963687127,200,1000,24.448775508064436
25,23.99489037236313,88.57786556932207,220,2500,20.936672079581985
25,8.337905376875954,98.20189852828705,240,1500,21.34923238842601
50,92.85077519437786,32.18427589900171,220,1500,29.711316903173035
75,57.9737114939772,95.34279568179716,240,2000,28.494392253076427
75,66.70368571253539,71.98542539935472,240,1500,27.616238454416223
25,91.15768872630524,95.62725229215437,220,1500,29.964679712976658
75,34.56201689007895,60.6130298759089,240,1500,26.56921645068588
100,62.15073111380841,96.46806564923236,240,2500,28.912004705742167
25,3.879945472888746,90.32099123326904,200,1500,20.77549620168134
50,18.677252823112934,21.573256710290146,220,1000,25.023385408417504
25,83.12458050899426,37.971093439155744,220,2000,29.38191310510353
75,76.67683563383358,31.87568723612607,200,2500,31.25412049175449
50,35.06426914571469,61.48893934452313,240,1000,25.00040483643773
25,37.681062777421246,82.25194883553327,180,2500,24.78975851488228
100,53.35544335535795,78.34703021981932,180,1500,28.7437351602224
100,0.0241004685134549,75.4074219055129,220,2500,23.61432490933229
25,24.124433603802785,43.773838816202726,200,2500,23.649235220236186
100,20.823180860821445,22.567319346504515,240,2000,26.312603151099623
100,25.048294674976347,28.952519826573933,200,2500,28.025799639689144
100,80.59058425334413,76.75097136834994,240,2500,32.4160108876112
50,27.96738565464432,23.27809051536069,220,2000,27.677139633064208
100,19.152132205014816,30.0652034440169,220,2500,26.19061210780877
100,50.42634607930315,48.20973875861421,180,2500,29.676893735289088
100,86.56450363727319,16.49011876187167,200,1000,33.793595339316894
50,24.134970383749987,29.142285469311684,220,1000,25.140819798049726
25,7.853624279279869,23.47913146071129,200,2500,21.494888678324227
75,35.64047358496647,95.61896046206564,220,2500,25.866381600825854
100,74.76518245649778,27.23732969904002,240,1500,32.07709521292707
25,55.06905446947946,87.55927391533544,240,1000,25.86572329314757
100,81.67933695743474,20.33183721399476,180,1500,30.83968648791549
50,95.9592147609234,88.27058190722566,220,2500,30.09197495834671
25,79.26624767516171,63.94904076461227,180,1500,30.018922162218928
50,60.38030788437534,86.47353309021561,180,1500,28.349347933916825
100,49.33415880523805,88.06138196836217,220,2000,28.47552550316692
100,4.006908634826667,63.67361776006682,220,2000,24.71942479775592
50,98.43219788140412,92.59247380555216,240,2500,31.01124069307131
75,38.348112257504255,62.69034623361607,180,1000,26.961643627605017
50,15.22282139168668,74.13085700905378,240,2500,21.66313461223846
100,66.67088553964568,47.447242945194944,200,1000,30.052696847620982
50,28.42882890954593,92.26609250238886,200,2000,22.84674917915271
75,58.57782709310476,84.1746285020824,180,1000,27.479541843974904
50,58.67679078445912,25.004180045523476,180,1500,29.441626717944327
75,44.572982090286914,61.87490651842289,220,1500,25.80346699494165
75,83.61186155450426,90.71445961782516,220,2000,32.260703858319246
50,26.496706155544302,81.37580442930559,180,2500,23.92734899369201
50,44.86325916177341,96.62975025951926,180,1000,23.886697248351783
25,53.76921285909715,30.81715182528353,200,2500,25.44076049777319
100,66.36247207672996,43.07136698174303,240,1000,31.213327571227104
75,78.39718505055895,55.64726992163182,200,2000,29.184491225410877
25,39.480728287825606,30.940225302453847,200,1500,24.23097713889914
50,64.6046944096596,45.46407296699371,240,1500,26.914166094428506
100,15.061095306851913,58.37852839818992,180,1000,25.974034406244705
25,93.26481005424786,27.22052827012066,180,2500,28.91083025741388
75,38.30588064210036,33.10190368323225,200,2000,25.4105394578242
25,72.95214219764384,21.235824982791502,200,2000,29.58468945033996
75,2.0341081882177647,74.20432688971736,240,2500,22.164283603830476
50,20.5187142904807,42.53967338825197,220,1500,23.30807703357414
100,48.7082544323578,29.823953786540955,220,2500,29.745652113692746
100,87.82524677323465,55.659173426285726,180,1500,32.641595989741724
100,52.72551499506771,16.14243751167229,220,1000,29.12700981722454
50,92.98704822938792,93.10659456865552,180,2000,29.325899049532083
75,48.37968965827963,36.50207690415378,180,1000,28.576377591439325
50,49.044909673594994,89.78179133654758,180,2500,24.644716211351525
100,11.974678850053188,54.78580587921823,240,2500,25.06566790873761
50,80.26562441522198,86.51354479395765,200,1000,30.464149551013865
50,24.69654124670625,32.23579967106801,220,2500,24.027439856417185
50,89.9612489372315,25.77435420184777,240,2500,32.21312396353002
75,91.0824220330396,86.44706229113456,220,2500,30.11951590347119
25,94.33101118741496,29.16314941345398,240,2000,30.284324658287854
25,52.023048910309,77.1575814369622,220,2000,26.155220741159603
50,67.70937847836443,41.01254151936692,220,1500,27.880081294183316
25,77.85158800616635,77.33743537916452,200,2000,29.405657980721607
25,13.10146186504656,91.68816393894971,220,1000,20.672621169575063
50,60.09571949974972,98.34745881585638,240,1000,25.380000318558377
50,3.4297901303311678,42.38285295417701,220,2000,22.99926275093322
100,49.75660833887259,43.07732511764916,200,1000,30.699303069082696
25,15.48426816202274,98.32489631063692,220,2500,19.584890458562395
75,18.29229259620847,87.53753172682345,240,2000,24.26992990001452
50,36.50475666926015,14.058277472024024,220,1500,25.196456733573765
100,43.243716671650304,61.61049876038684,200,1500,27.070685025072425
75,62.317242453218725,26.31202943935945,200,2000,28.5735085164707
25,7.442841843851566,99.46112824838968,200,1000,20.215236145336544
100,50.36917612374447,22.503071113387637,200,2000,30.8803312297344
50,18.262513025310117,60.34128512885799,180,2000,23.058504183462173
75,57.397517503174186,69.86785330262649,200,1500,28.512396933586075
50,63.74046122611835,94.33581891886509,220,2500,26.433412754080425
25,55.67092565528539,86.25324804797683,220,2500,24.96567425849528
75,73.82955104783076,32.11792941950047,220,2000,29.62245806635874
25,33.56092442409013,61.53615561632541,220,1500,21.564795494284752
25,76.5106591633131,95.8216562115295,180,1500,26.472862574923376
100,43.27670817081937,76.2145162394444,180,2000,28.93267020347412
50,48.41844983225968,71.95027135419045,180,2000,23.408128741147948
75,64.81021272610714,77.94109713530409,220,2000,29.773526160695603
25,1.835838399922396,39.02555700890378,240,2500,20.981780541752386
25,65.39942214202483,75.63270424629125,240,2000,26.138709377965156
75,61.858514907211536,30.95692763022243,220,1500,28.79138421187592
25,30.984711675327997,48.5292493816978,200,2000,23.8568032210912
100,8.579428489948949,90.09359354696558,200,1500,25.454623011597235
100,9.093544991304114,11.707403184167656,220,1500,25.93319680900526
100,92.32237469852286,47.2886785227112,200,1000,33.076042595658315
100,68.92793212258371,34.013959006515364,200,1500,33.911484961949775
25,12.71026137707404,27.87306548442485,240,1000,22.04971820716216
75,35.67231693089064,85.47178793252611,220,2000,23.969445494367804
75,59.24829939015965,72.68487155604802,180,1000,28.548957670586788
75,83.55717050906487,20.13694483703336,240,2500,31.11457968707128
75,4.366092871300853,54.501699385107045,220,2500,22.74353015090116
50,23.663313147000885,52.02151946444,220,2500,25.104354287411383
75,88.97489902953801,22.827501462646765,240,2000,33.06873819443432
50,0.9165550183816484,81.97864308920875,200,1500,19.19003161301336
50,20.13991027938874,43.00065743087798,200,2500,21.92465449052524
100,95.9024175972966,78.5743997644355,240,1000,33.15982961637846
50,61.34018465221711,27.28563535739912,220,2000,29.060878775155167
25,26.167136663750647,38.35661154524491,180,2000,20.853561377123224
50,6.699109439584761,18.565385293239927,220,1000,23.7782277325938
100,2.819134044722216,22.91313427710474,180,1000,27.289699429744875
50,24.474507963692727,89.48651413174596,180,2000,24.34406571836286
25,88.14858195889104,19.82013797670198,220,2000,28.87537156444314
25,41.59136542975095,18.615808655734888,220,1500,25.67888919365092
25,72.0333369165993,94.6339579752994,220,2000,26.793651550536467
100,91.82850353799576,68.13131136946907,180,1000,34.60202897949069
100,40.80404616028166,19.08243851989775,200,2000,29.834009319474283
75,19.127737103739705,97.45450651594464,180,2000,22.814707473291072
100,51.71179308569195,23.23900094529674,180,1000,30.29353425418675
25,90.80836870598544,78.97111527568852,180,1500,27.93107101521322
25,80.43744141377006,13.136622547562782,240,2000,30.06917428270272
100,6.582984336315379,66.20876176058303,200,2500,24.08034484756689
50,69.25728000775818,59.20334848926063,180,2500,28.20223670519965
100,57.18975224589538,28.720342938277103,180,1000,30.31399672080765
100,90.74631763464257,67.88315284483747,240,1000,32.16581467870755
25,12.248141685029722,65.53476938596498,180,1000,21.270580334781258
75,53.40361132046566,81.8516543917579,200,2500,27.912213471637017
25,87.94626935118923,88.82866527404008,180,1000,27.98691646307211
75,41.0023786741743,55.90944465882095,200,2500,26.951403282674946
25,48.19949177328671,54.12656741357451,200,1500,24.243398102480143
100,7.046067766695829,65.9436193850228,220,1000,23.155146602177368
25,27.81436404489108,75.62868303068318,240,2000,22.48476849945429
25,32.45066491689473,42.05540551976871,240,1500,24.67139192651012
25,94.51224487448869,55.41776950296055,240,2500,30.57769934799774
100,28.266736054115903,62.6593767240856,220,1000,27.49554478443124
100,46.0868735269652,98.954027545232,220,2000,28.639482126030813
100,67.13044235642798,62.8940976810325,200,2500,30.639314079301887
100,16.21833724078774,30.1767895668031,240,1500,25.47003416909455
75,48.64423871418745,62.919087241623465,220,2000,27.09512065970492
75,73.85390394759077,83.75496246541164,220,1500,29.33920949077337
50,86.6855213027066,87.16633120100717,220,1000,28.767241166615086
100,62.62592746624267,82.02254091337105,200,2000,30.21507835100715
75,66.90535153169479,89.93884737599578,180,1000,28.02972091537
25,12.628347258456897,40.12897076912147,220,2500,19.860525840095157
100,94.57764972463472,55.68135588573959,220,2500,34.402760245763936
50,13.257407748448236,80.16319864067896,220,1500,22.732793477745677
50,77.46729371817983,33.80049556831885,240,1000,27.845453957287603
50,26.481632177831884,43.44232940665309,240,1000,23.631376290417133
25,93.35931437012516,84.80400891004108,220,2000,28.7935962761619
75,71.99595393694796,79.30770846584349,200,2500,29.360352550767736
25,75.38137129783689,97.407961112448,180,1000,28.94473880633162
100,21.90591730598833,99.6376652663185,240,1000,24.238610651588782
50,44.30399766351608,31.667009227424117,180,1000,25.275974053289616
25,61.78131945892864,91.0404987556306,220,2500,26.87879668686605
25,76.99736182066009,18.506395121506223,240,2500,28.396352549398163
75,10.395937591238958,73.88201880676499,180,2500,24.485301009149847
75,96.23653164545284,29.808944890799584,220,1500,32.5115923013019
50,89.0220670554556,37.02800412303064,240,2500,31.880233895690004
25,27.034859049558435,95.16890598980876,220,2500,21.77257799502373
25,82.2760243032332,33.68361130607907,240,2500,28.678986205698912
75,51.832392303982346,70.58600822445672,180,2000,26.484357752857573
25,46.18064815620186,26.03156570769305,180,2000,27.075402111676365
25,31.44341058114054,18.40509798134389,240,1000,23.27246513887184
25,58.096858663159246,40.5385322809478,200,2000,24.971813982833517
75,72.98891177035978,66.17764907105331,220,1500,31.34546337220611
50,41.09329049627583,32.3150629378673,180,1500,26.621894616277007
100,62.92191930082921,37.01519188045066,200,1000,32.13632783587506
50,69.93129211553037,73.78568367458095,240,1000,27.30419747443852
100,71.11218170152858,19.25164206832321,180,1500,32.33135189437556
25,5.196609813118025,50.22145826231567,180,1500,22.165336245684603
50,85.97478056850669,94.75610768940018,220,1500,28.059776380935663
100,45.82533147650479,45.72744961728025,200,1000,28.994574945855906
75,26.241608169621443,49.07809251796954,220,1500,24.939430194778414
75,24.17645074796816,76.438387324656,240,1000,24.24565555876349
50,48.30141128439504,80.11103698295622,180,1500,24.90682742510289
50,88.68315394689591,79.26457508024721,200,1500,30.209262492316224
25,37.83475816826469,99.8080322422215,220,2000,22.799764149356676
50,74.97257467835433,16.430597873835158,200,1500,28.743200592530183
25,9.68187309872186,98.40279561696994,240,1000,21.67007878395842
25,47.60567021510618,95.51706552976589,180,1500,24.15167421417162
75,99.16861403927356,86.69250102336022,200,2500,30.36581345728836
75,77.0437802792337,50.87130182668376,240,2000,29.751878810535715
100,21.0528488440613,88.3812134470532,240,1500,23.85737485118273
75,50.14414736979107,29.87491710754857,180,1500,27.54061078435068
75,23.36247636485665,81.24902518490472,220,2500,24.81331327061688
50,40.95609272625092,26.671447280894878,180,2500,26.6813837751994
75,78.00840237349648,83.38258031240618,180,2500,30.728319662641525
100,77.12248152904037,65.30762199376511,200,2500,30.782360173334737
50,22.810037790238518,18.822815156217292,200,2500,24.048438980098663
100,92.22233181548602,90.57875998215027,220,2500,32.850416494862934
75,59.25681827648268,62.016147590972,240,1500,29.298108587053125
100,37.992429096201455,69.06234503234032,200,1000,27.277793716411328
50,50.19355807808606,35.5159032086449,220,1500,27.45112008717968
25,60.50712534377437,88.44719535305259,180,1500,24.971570735452644
100,55.98905318457854,59.06806616382072,240,1500,27.26843203551996
100,48.64050355361782,47.900825586235314,180,2000,29.81220247353969
50,50.49328040894001,58.085357070548575,240,1000,26.951088005485243
50,17.641191042788616,73.2981773320999,200,1000,22.700814798672567
100,81.27329043046794,72.55430881293431,180,2000,31.85114294836448
75,54.176031994101535,42.18193908620314,180,1000,29.48047460339288
100,13.107986170470308,44.67324520956345,240,2000,25.408892577706126
50,76.61571015827779,60.60143735545845,220,1500,26.056809787813904
25,93.24439783773508,93.19664086452892,240,1000,26.68015905134707
25,94.7306899236962,77.0887240269378,200,1500,30.52003041327869
75,36.90177324111728,45.1373486829001,220,2500,27.130728500248217
100,13.551687356075403,40.3329363896585,180,1500,26.68444547365525
25,51.83996266330652,57.12730067235831,180,1000,26.777866100309637
100,11.260922934922068,88.29922320231353,180,1500,25.78855901177071
50,93.39874185126172,10.781131743628766,200,1500,30.21496415202665
25,18.3579627355146,73.94374614606076,180,2000,21.405146070790774
75,25.27658599511641,36.50610298939903,180,1000,24.66244078241064
50,40.663652688497045,28.75577321945529,220,1500,26.15456120043883
75,38.31644685591258,11.092419713508296,200,2000,26.005026235546215
50,79.4662892397889,90.69315585629292,180,1000,28.67572671180429
25,45.63168205509624,92.10236230057966,220,2500,22.248617004923705
75,17.07682600033369,15.527569747943812,180,1500,24.800008141665757
75,26.72098954860741,56.96337907462245,220,1500,26.741244407337582
50,50.9113385187522,23.73170128062489,180,1500,26.43433401485697
75,14.745391742613489,78.28187991834467,200,1500,22.966262598066507
50,61.16556756460141,69.88523245895323,240,1500,27.34473875149167
50,56.57473065511459,36.74177316596299,200,2500,27.604699338480525
50,71.47023163822577,20.526425293632883,220,2500,29.55034424988598
50,93.77046153793675,84.80985965266497,180,1000,29.38580278882468
25,91.22545611011556,70.68272313563659,200,1000,28.35751090563236
50,94.60756180688314,10.61379505022975,180,2000,31.816803863544152
100,24.471559702370094,66.50846028424948,200,2000,27.1005376137134
75,13.15653066393546,82.92664249267114,220,2000,22.676814371633828
100,30.22767004964485,63.16912536188345,240,2500,26.56228288053927
25,89.50851727663147,48.22423090090477,200,1000,27.30098690186487
100,97.20534746234884,62.55265406880835,180,1000,33.03321216357215
75,85.9324951070476,65.77408510726126,180,2500,31.2293418293096
100,11.00177211275436,67.60311615479178,180,1000,25.618522197162243
25,94.74279980597932,97.03405485139272,220,1500,27.997413262682777
50,42.3358027350786,26.078300880252247,220,1000,26.38370840486345
100,0.931029076235368,66.07838145825153,240,1000,24.043162936511106
25,44.23937407481936,26.9193987666716,180,1500,23.34351708810008
25,4.606916967546759,28.89610482241106,240,2000,19.87571262080385
75,54.38779211611176,70.23320953366301,180,2000,28.28654519467773
75,33.855402743705135,92.43586764747846,200,2000,25.347337177451735
100,47.34349335940488,24.313982238931743,200,2500,29.343030562030844
50,61.3170360743117,96.62189803807834,200,1500,25.769697627232283
25,86.88010958178202,38.74350934146061,180,1500,27.71509947260659
100,66.19015764719286,45.21826391111201,200,2500,31.1934180363996
25,43.40488684781807,23.83127415449537,180,1500,25.281120453693283
25,81.9427853670365,65.42524952664854,240,1000,26.19521030892718
50,90.55821375731324,63.67784451615706,220,2000,30.183427637849885
50,11.97599664321972,49.80427687923843,200,1500,24.482504939374067
100,53.19329775527915,52.84822508959023,180,1500,29.862108867943363
50,28.451195974244413,66.06782882082017,180,2000,23.12836269365059
50,4.706119787694741,62.51468814679225,240,2500,21.88715832868357
100,66.85466951139854,43.68370434835704,240,2000,30.606005093891454
50,86.27707774592255,89.570294676988,220,2500,30.98266161213577
75,16.290265447739404,70.08944708146204,240,2500,22.85171141148204
25,81.24136576239005,28.486569753982785,220,1000,30.10392128967191
25,85.33957335369416,38.791269415515465,220,2000,27.81448176490375
25,91.43404426664836,80.90902915329282,240,1500,29.109067765135865
25,26.528508908605243,19.40728429180895,220,2500,24.15981409373418
100,90.39530651898892,77.52087988518672,200,1000,33.64295928350198
25,32.06627547364322,42.29581970312158,220,2000,24.379053434945448
25,55.23380134555028,59.6521941497592,180,2500,24.05604799444512
25,5.050747083228213,35.25023054555557,180,1000,21.0512254666142
25,4.388108836874361,98.78109146383852,180,1500,20.224402108383767
75,72.03732127322029,91.52562629280736,240,2500,30.209539790325653
25,44.4479977977791,93.56048532498266,180,2500,22.69305098430185
75,25.62923753692176,26.629796617976503,240,1500,24.84121690486872
100,19.04134960249102,85.75210863655886,180,1500,23.725563958783454
50,66.9953490859218,58.18573909216812,220,1500,28.03546476197378
25,0.0401544025339872,73.70732802462749,240,2500,20.050353207764307
50,80.58911691968542,29.575366006640177,180,1000,30.3219336602161
50,7.924960612992882,74.07861813812944,220,1000,21.545059044662693
100,19.148961490811946,92.28405201150665,240,1500,24.95611551579069
50,38.62363952990896,34.07332472639199,220,1000,25.57559493972325
75,48.48587397161036,31.00238663945559,220,1500,27.745942253962696
50,35.49951158139418,19.397309362613,220,1500,23.826842803192925
50,32.071216498429386,34.01260077804949,240,2000,24.0702793340428
50,96.39160120731884,58.22130356340512,240,1000,31.512402997425564
25,64.15796812433942,84.94446622938044,200,2500,25.52236926265952
25,2.343295536738821,35.09202363918755,200,2000,20.281654951884725
75,43.01759084443132,65.90299501623821,200,1500,28.00000039358727
75,87.50086997439702,53.16316292557359,200,2000,32.51214846268752
25,30.1456186410668,35.97211365559944,240,1500,22.814701506330973
75,9.455634477438824,55.932317307518254,200,1500,25.06803352544939
25,75.83847715899178,25.116615675628942,180,1500,28.13588897617776
100,60.60138319360813,67.56198038636663,200,1000,30.50882605053747
50,57.03125078265039,20.40964490654656,180,1500,27.760362968741344
50,5.357655960740793,75.78824726289052,180,1500,20.880186497726136
75,14.049900979551731,25.99414105469565,220,1000,25.436969339428376
25,62.25493962131138,99.83432379851844,220,1000,24.576653335898992
25,20.782384145883583,84.13053352843708,220,1500,21.488370918693946
75,50.40700797484243,40.94562734737501,200,1000,27.968934651079447
25,54.48816860293935,48.35842950603811,240,2500,25.3462345837649
100,28.35071902709394,33.32719189969196,180,2500,25.808823261813227
50,94.84251555414929,79.04031050619993,240,1500,30.910065406161195
75,84.24641068355751,44.26542729619966,240,2000,32.20999193738707
75,72.23735076327985,77.9666958837582,200,1000,29.578602215908116
25,7.7993866409409085,11.656139921216251,240,2000,21.03609860642678
75,10.613001930901945,22.205886355413615,240,2500,26.534823295580907
100,49.27813458649557,42.847690123231175,220,1500,28.83977462769372
25,16.071334919098568,19.801768005513345,220,2500,22.21290273675808
25,97.8265463529474,64.10151930666167,180,1000,26.82541161157238
25,15.852023402740944,14.574888868071096,180,1000,21.30272000298024
25,48.7467835463974,87.37866951304088,220,1500,25.537623733978563
100,36.41210568415054,78.51771988803841,200,1000,30.3637658468137
25,63.938642145409794,29.46308313051572,200,1000,28.340433890884647
75,12.90364088894249,53.5412715516746,180,1000,22.927545463005558
100,43.03164280423909,50.66317705698285,220,2000,28.765991224653497
50,27.470503280714365,75.23781538063399,200,1500,23.353414271583024
50,88.77515246716881,46.13580104270581,240,1500,30.096482989676574
75,4.058571213469508,12.964176804686115,180,1500,22.594713544167814
75,91.37274940064592,34.63622729648548,180,1000,32.7140356719947
100,83.29941385530005,51.957622471333785,240,1000,31.022228673099644
50,29.757071644081545,97.70429945445753,240,1000,21.22088515353921
50,78.92906546771047,89.30428002589107,180,1500,28.197470266303604
50,3.121356033874756,26.32655296019714,240,2000,19.726332244772244
50,96.68655502933936,75.0948346441694,200,2500,29.858727374065307
50,52.65949425897893,94.31429257133088,180,1500,26.47928553636712
25,30.32810260654453,10.791335173173271,200,1500,25.198757779596708
75,36.25832125946771,74.88511063037434,180,2000,26.515741998194045
25,6.640535346049736,51.34001460500416,200,2500,20.656491408108675
50,98.93495140420391,71.22125766548001,220,2500,30.42495320720768
100,3.929194515069245,64.50303462146113,200,1000,23.176298629767796
100,65.49071231478591,98.61989450101314,240,2500,31.063071361155647
50,44.27359277064584,35.993386566808105,220,1000,24.948758988510185
50,94.89162181887151,80.75286836823383,180,1500,30.498346043465503
100,24.599974030679515,31.117589948175503,200,2000,27.43116045292572
25,53.20868239380113,49.20471797951556,180,1500,23.601424228427557
25,48.2356208582753,97.78427865706706,220,2500,21.702525622896484
50,70.28664440501014,78.95226664127372,240,1500,28.540887895999315
25,6.801023195242051,38.42391306552032,240,2000,19.70652413683249
100,19.378913002335484,65.7432354782755,240,2000,25.93257450388428
25,21.456482009284983,14.472287515249748,180,1000,22.23059234629679
50,73.81507548416897,33.97554249588727,240,1500,29.46960822865277
100,18.913869632674007,74.65514406432531,240,2000,25.80146493681509
25,57.349176389097664,61.30842126294924,180,2000,26.763718271237163
75,21.52438205009537,52.270556767909504,180,2000,25.30007651900116
100,86.16249500839784,72.17884540143669,220,2000,32.39718882806048
100,94.21854544896384,45.861300173784336,240,2500,35.24413430414413
75,51.84929749422405,12.35405300791718,220,1500,27.71073790878048
75,35.23088842091783,49.692396116401056,200,1500,26.33161340633293
100,23.405777501749917,91.19162730639354,200,1500,26.427180380372324
75,4.978100152304377,87.09536154827092,200,2500,19.846100623856877
50,26.85000761974954,46.80974668685616,200,2500,25.773727647049423
50,65.42357799453178,11.999929668434442,180,2000,28.63615674213939
50,53.36169313092108,67.26765453582841,220,2500,26.919795668429543
100,94.40412782809274,76.70749850045782,220,1000,32.41307577689819
75,39.62772624917006,36.48192184758474,180,2500,27.423351052658955
75,69.38633423283946,52.89975996576169,200,2000,29.896052644046936
25,48.93227474751214,99.26711157229376,220,1500,23.03365782853556
25,51.25762159242117,61.87087116834388,240,2500,24.698516450987537
75,26.777431460411748,41.596741509541,180,1500,26.09866239103823
75,45.49507768419997,66.47399889761198,180,1500,28.44069595997244
75,47.07849970127073,26.20200761776761,240,1000,27.557839372543604
100,70.66425217489339,27.9327135947122,200,1000,30.216639982002174
75,94.0639999186114,93.24322432426152,200,2500,31.64471266946497
25,32.93212774825043,31.52800370523976,220,1500,23.611694584048465
100,4.2200468581298445,37.97104412941697,240,2000,25.465127353768537
75,49.62951255006397,58.93995177727785,220,1500,26.788380811044167
25,54.446133214916856,90.97233582498455,200,1500,23.514329959437717
100,16.844055113191526,80.33040007471129,220,1000,26.64713808036164
75,76.04646062760668,13.940552860288742,240,1000,30.602456843306264
75,98.49291084414916,72.37267020085324,240,1000,31.24616672191714
75,94.57747170084608,55.36553344155936,240,1000,31.416484737934177
100,19.71060388236522,52.79975578021425,200,2500,27.325400822891176
25,87.53632399007607,72.24025301429889,180,2500,30.85209962999334
25,70.44936364116847,27.66088415971397,180,1500,26.952045158402708
50,45.38465638069116,98.33397972955478,180,2500,24.877011923944988
75,54.0610994324729,68.07758772452041,220,2000,28.11637292583594
50,84.9600174982458,42.909055715067055,240,1500,28.27469612788672
50,48.01349396383732,64.01819872631451,200,1500,25.51018007974433
25,37.320736910512686,29.482377696065825,180,2000,26.28249528524696
100,49.32474930259858,67.04576783694606,180,1500,28.266259036774024
100,57.91298040350491,12.53954266640176,220,2000,31.80427878896401
25,18.907765377834885,40.70637202675296,220,1000,22.25889297102091
100,90.09077302669908,77.27652070727558,180,1000,30.335666297024808
50,67.41869488296139,82.7180064202726,240,1000,28.57956123949549
75,63.326891733748894,32.762747198257124,240,2000,29.07914800052924
25,9.949622618063811,58.54685151519878,220,2500,22.505797620538303
75,60.41739381725918,57.56436007202062,220,2500,28.84256495904549
100,12.096066223849231,47.93104417391024,240,1500,25.25734024637687
75,7.869767519539906,30.558968447768063,220,1000,24.39684556494984
100,52.73108956423933,73.29054099058956,220,1000,29.18721117049785
100,40.2785534046495,32.71255135709677,240,1500,26.63941440720635
50,58.88102701562232,91.9923163440954,240,1000,27.6091179317965
100,8.92221680572386,57.56511620066524,200,1000,24.707946576753358
50,43.09830628472584,88.34305035795596,220,2000,25.07010159906027
50,17.4786715045158,36.16684487237475,220,1500,23.94268531645583
50,98.71000859241164,82.63712406328588,200,2000,31.622373714094387
25,56.11502124351744,20.229722640999327,220,1000,27.512002922248502
25,68.74368609408673,79.0147307806654,220,1000,27.20992213151638
100,32.541828068260784,44.8251264932772,180,1500,25.61164400260876
50,9.473891477934416,52.29910799367281,180,1000,22.330448587629316
25,97.58708627835368,25.01265882336155,180,2500,29.572432216712087
50,28.62590353831832,11.676491967195313,200,2000,25.308293480891944
75,42.38081851735742,69.95777438154533,220,2000,26.39023470452417
75,64.9863921702575,62.89464550603764,200,2500,31.02674979941733
75,2.4697297686111286,66.01853368626917,200,1500,21.313377305784773
100,81.0259130517287,32.950158222422786,220,1500,32.45370218921175
50,53.65781900286203,31.53497165947954,240,1000,27.34822152090582
75,27.821718706882216,84.72666801423229,240,1500,24.371215150289203
25,6.160798529246925,78.51274773339098,220,2500,20.27279476136004
75,16.249841547444145,40.31111042572246,240,1500,26.710328942929845
75,89.50338588534369,67.40251443781123,180,1000,31.714764000642923
75,68.60242239358911,84.53350037519326,220,2500,30.431292915828895
100,24.990172163688985,89.99464979961539,200,1000,25.229162946767985
25,6.560076494502953,10.522563481831837,180,2000,22.467868813136164
50,69.06153123866363,83.21161538212519,200,2000,26.931122129350832
